0.788802 0.559492 0.0977837 0.289021 1.15195 1.21437 0.198068 1.64703 0.614551 0.714548 0.634456 1.15627 0.112613 0.890758 0.247563 0.860385 0.792775 0.568172 0.432805 0.299169 1.03982 0.609709 0.0584253 0.790406 0.342239 0.501842 0.467828 0.468514 0.305307 0.240565 0.451709 0.142112 0.633175 0.63972 0.0260653 0.765187 1.35543 1.004 -0.833246 2.33055 0.480435 0.448191 0.341129 1.76864 0.677053 0.627667 0.0688783 0.285448 0.627793 0.415472 -0.448078 0.577009 1.31484 0.577685 0.0345953 1.99781 0.295581 0.550029 -0.0874986 1.40564 0.927549 0.970572 0.710965 0.502721 0.585297 0.168403 0.369484 0.824335 0.953825 1.5428 -0.187163 2.0251 0.549026 0.278209 -0.372129 1.91787 0.231025 0.685029 0.165078 0.297636 1.13311 0.0538151 -0.362635 0.0625087 1.67048 0.594506 -0.740886 2.22459 -0.117435 0.93754 -0.016141 1.54681 0.111423 0.168189 0.206807 0.653618 0.550309 0.61921 0.459725 -0.0502465 0.531591 1.1519 -0.865281 2.0791 0.141749 -0.0465053 0.372615 1.67912 0.31727 0.159769 0.905049 0.526615 1.07759 -0.0389922 0.76068 0.155047 0.6625 1.09085 0.223231 0.677655 0.279677 0.901764 0.642432 0.914442 0.696646 0.0750098 -0.0165554 0.158475 0.999763 0.530611 0.0797242 0.220801 0.822679 1.41395 -0.186379 1.66632 0.0395482 0.444319 0.255008 1.02564 0.0722678 0.404313 0.0164653 0.522133 0.260139 0.736774 -0.130145 0.509028 1.36176 0.854566 -0.452902 2.07026 0.393654 0.617902 -0.0532225 1.70347 0.116489 0.103262 0.28002 0.599016 0.378324 0.500363 0.499126 0.13876 0.686362 0.588541 0.209113 1.44977 0.906421 0.238506 0.527487 1.2782 0.226264 0.970223 0.587709 0.826692 0.323171 0.907095 0.258971 0.477782 1.26861 0.691314 -0.495491 1.45344 0.800266 -0.125779 0.177404 1.13121 0.398114 0.96042 0.0826689 0.46959 0.903223 0.970262 -0.0100572 0.591157 0.817661 1.11604 -0.831847 1.77267 0.570031 0.674048 0.0265399 1.00467 0.103183 0.627799 0.0857484 0.957875 0.736293 0.352634 0.131332 0.65743 1.21395 1.3937 -0.436691 2.26558 0.626715 0.696299 0.522129 1.74777 0.162297 0.493973 0.242081 0.277945 0.486892 -0.029766 -0.329979 0.212226 1.23555 1.3873 0.0329816 1.95938 0.0610562 0.477659 -0.0610952 0.880576 0.620838 0.393854 0.153016 0.352186 0.487284 0.649404 0.254239 0.416656 1.17528 0.542495 -0.448712 1.77662 0.626678 0.883632 0.652087 1.22272 0.623707 0.85394 0.356603 0.4475 
256 1
0.542416 0.957586 -1.01365 0.801173 0.13411 0.995151 2.48337 -0.266677 0.455364 -1.63453 1.45236 -0.285679 0.290567 0.474731 -0.0442212 0.468566 0.18413 0.82499 0.199125 0.288307 0.328529 0.0783541 1.1545 -0.192992 0.258605 0.0626452 1.29403 -0.098325 0.590655 0.340535 0.137863 0.423268 -0.145187 2.50089 -2.41055 0.686517 0.678791 1.09396 1.76412 -0.927996 0.691084 -2.64723 2.2097 -0.75893 0.217719 0.2895 -0.0039913 0.715536 0.494492 1.4582 -0.570254 0.380642 0.518572 0.875052 2.10334 -0.472478 0.0524024 -1.59599 2.09432 -0.394807 0.465224 0.480065 0.607573 0.603609 0.107628 2.0024 -0.993768 0.902731 0.583051 -0.270187 1.26483 -0.293865 0.2262 -1.70765 1.77894 -0.584269 0.101199 0.536201 0.0540372 0.482119 0.0489852 1.40823 -1.15731 0.295977 0.515945 1.7622 2.22801 -0.14162 -0.03174 -1.9763 1.26671 -0.739473 0.243294 0.0668132 0.410491 0.344382 0.572379 1.78599 -1.47564 0.673924 0.317638 0.275842 1.32915 -0.891516 0.171728 -1.741 1.31231 -1.05429 0.233772 0.0425637 0.176821 0.100249 0.566238 0.710158 0.149539 0.190538 -0.024529 0.489386 0.907592 -0.0718344 0.919082 -0.593854 1.34053 0.0890036 0.514481 0.0930817 0.365719 0.984057 0.23463 1.56168 -0.90654 0.833219 0.405903 -0.55017 1.96963 -0.747155 0.0398764 -1.12986 1.51913 -0.293972 0.501877 0.922052 0.880717 0.891682 0.616448 1.11978 -1.06557 0.451534 0.686463 0.929873 2.39025 -0.387395 0.610778 -1.60038 1.29653 -0.785275 0.462081 0.707274 0.349945 0.806986 0.792105 1.68037 -0.0266205 0.630468 0.682075 0.0982609 1.36484 0.313902 0.255305 -0.894425 1.1099 0.183981 0.385784 0.46951 -0.0221149 0.137143 0.231698 1.03491 -0.805348 0.201868 0.749846 0.197995 1.12242 0.48733 0.323576 -0.666582 1.23412 -0.194151 0.863247 0.377459 0.224383 0.0937919 0.27003 1.44148 -0.535847 0.695201 0.674658 0.680257 1.0685 -0.547248 0.401215 -1.04446 0.83331 -0.684796 0.959441 0.208611 0.724708 0.0819611 0.424832 1.25239 -1.44377 0.767008 0.178799 0.952186 1.15114 -0.0411139 -0.0209287 -2.19697 1.63846 -0.613604 0.0887783 0.698747 0.487338 0.0705306 0.718667 1.10307 -0.604415 0.426946 0.666696 1.02463 1.26493 -0.449983 0.241959 -0.960649 1.53846 -0.568103 0.89053 0.906851 0.465892 0.963541 0.266033 1.16417 -0.725203 0.289584 0.261397 0.494159 0.960718 0.114155 0.0345749 -0.864665 1.40982 -0.447885 0.103336 0.573039 0.558554 0.95905 
256 1
0.477554 -0.989609 -0.720085 0.388681 0.673227 2.57447 -0.183424 -0.372904 0.583385 -0.420031 0.800847 1.40282 0.440596 0.530022 0.761755 0.961947 1.03085 -0.330412 0.255541 0.049065 0.417113 1.09043 0.0305195 0.636886 0.715474 0.0570469 1.13049 0.7305 0.465224 0.0538681 1.02808 0.923352 0.576709 -0.738237 -1.18499 0.780194 0.525241 1.91983 0.626706 -0.577096 0.158281 -0.847653 1.61726 1.24475 0.464827 0.241766 0.641339 0.243078 1.0309 -1.04914 -0.944254 0.900232 0.779582 2.84121 0.190893 -0.488482 0.315537 -1.06697 1.34293 0.873733 0.326548 0.417883 0.800781 0.102982 0.71548 -0.454173 -0.354323 1.03742 1.09487 2.13491 0.654228 -0.584518 0.160591 -0.559043 1.87051 2.01373 0.412183 0.45305 1.0486 0.922896 1.17707 -0.862414 -0.485245 0.241259 0.971514 1.97065 0.487338 -0.279451 0.538306 -0.659521 1.41243 0.818395 0.433149 0.192345 0.525011 0.620523 0.324686 -1.10196 -0.879413 0.373696 0.197249 1.41218 1.16954 0.0101776 0.443451 -0.0788625 1.87717 1.89174 0.325449 0.792251 1.1545 0.102842 1.03515 0.378655 -0.0861301 0.762296 1.05302 1.28026 0.629593 0.064362 0.0473271 -0.33473 0.839588 0.772478 0.124638 0.116023 0.828374 0.544347 0.292242 -0.472438 -0.734057 0.282916 0.817363 1.7255 0.638101 -0.136135 0.272696 -0.38537 1.79918 1.75312 0.84106 0.0939364 1.07237 0.848059 0.615875 -1.54418 -0.231471 0.929417 0.558555 2.53925 0.638742 -0.32733 0.290902 -1.11311 2.12059 1.17104 0.334391 0.120496 0.587303 0.936429 0.644642 -0.236469 -0.506174 0.80297 0.77725 2.17427 0.147867 -0.1641 0.82175 0.0369828 0.927496 0.973531 0.189184 0.42153 0.422403 0.191212 0.394397 -0.45918 -0.147732 0.330771 0.347639 1.42887 0.094184 0.261589 0.30636 0.206221 1.05811 0.74735 0.589496 0.402293 0.666236 0.80382 0.708458 -0.224672 -0.756165 0.543354 0.577353 0.926172 0.543607 -0.341346 0.42385 -0.486902 0.921912 1.63709 0.193915 0.0426546 0.888873 0.150085 0.789389 -0.663933 -0.800532 0.367846 0.318878 2.26996 1.15199 -0.485975 0.759872 -0.730435 1.83148 1.85367 0.0107425 0.308867 0.987038 0.150367 0.489537 -0.743161 -0.0173978 0.207038 0.693101 1.65089 0.773952 0.347862 0.593905 -0.398813 1.94154 0.447097 0.272897 0.467044 1.13689 0.670788 1.01409 0.00165727 -0.232441 0.459787 0.289685 1.00101 0.27689 -0.132357 0.864109 -0.687182 1.13305 0.877684 0.312815 0.487664 0.445839 0.90675 
256 1
0.580832 1.14276 1.36113 0.373037 0.35968 -0.603589 0.296796 0.41593 0.88177 -0.894622 0.630152 -0.176677 0.437635 0.418841 0.866527 0.708301 0.754299 0.930268 0.489082 0.936563 0.895093 0.528633 0.416816 -0.0467474 0.590641 -0.0473136 0.47544 0.531106 0.804041 0.750092 0.578579 0.0128514 0.240364 1.64094 2.03886 1.08692 0.357306 -1.17302 0.787961 -0.756111 0.775824 -0.600313 1.88567 -0.872307 0.293313 0.848202 0.240988 0.16611 0.151087 1.70709 1.34742 0.443722 0.138973 -1.00209 -0.254352 -0.314069 -0.0258497 -1.15459 0.93749 -0.139673 0.386456 0.136575 0.398422 0.362157 0.704299 1.07112 1.88201 0.338086 0.22475 -0.773524 0.847348 -0.516642 0.23457 -0.346966 1.46234 -0.560701 0.0389416 0.815801 0.949402 0.93585 0.417048 1.63927 1.42316 0.0885823 0.481413 -1.32701 0.493981 0.19948 0.484006 -1.0728 1.1054 0.0850084 0.555986 0.906081 0.684334 0.815478 0.751819 1.9108 1.78876 0.163102 0.002411 0.130287 1.05377 -0.0562185 0.840479 -0.399085 0.725072 -0.0448702 0.467269 0.784226 0.67573 0.850044 0.763297 0.363696 0.913239 0.225304 0.0421714 -0.0988779 0.382658 0.63859 0.544336 -0.0165613 1.09381 0.0106506 0.402203 0.512801 0.691357 0.210021 0.866119 0.906896 1.50018 0.785134 0.678884 -0.391794 0.881099 0.0963617 0.620006 -0.217088 0.517026 0.0491814 0.964751 0.296938 0.368869 0.730342 0.266522 1.40843 1.7143 0.171453 0.221528 -1.16759 0.923496 -0.0385428 0.318799 -1.09922 1.58575 -0.288128 0.608448 0.711415 -0.0118922 0.331117 0.244962 0.630841 1.31231 0.989764 0.616566 -0.647222 0.0561152 0.579667 0.487632 -0.388523 1.06935 -0.330288 0.511551 0.191009 0.378193 0.357469 0.456035 1.30402 0.79688 0.181208 0.509853 -0.200435 0.375133 -0.0977117 0.629868 -0.0887393 0.618396 0.0443548 0.451827 0.397187 0.741661 0.958903 0.421802 1.58462 1.82269 0.242127 0.864354 -0.66693 0.800651 -0.344749 0.52109 -0.618771 0.965546 0.280943 0.681722 0.51093 0.432229 0.478013 0.845548 1.92023 1.61892 0.506848 0.542914 -1.01705 1.04952 -0.502438 0.855081 -0.923227 1.99506 -0.1837 0.803217 0.705412 0.109566 0.820298 0.931264 0.784592 1.6941 0.817699 0.148919 -0.847042 0.505987 0.522122 0.00145392 -1.13552 1.05181 -0.257103 0.642964 0.445671 0.39479 0.827135 -0.00198372 0.818159 1.63804 0.163315 -0.0211589 0.216949 0.932487 -0.202839 -0.0028515 -0.615421 1.16538 -0.495469 0.127171 0.971853 0.880541 0.635339 
256 1
0.393434 -1.53118 1.65404 0.155077 0.756823 -0.0367119 0.892938 -0.353636 0.395323 1.61832 0.460706 0.790346 0.156713 0.510648 0.716296 0.0896962 0.577299 0.151257 0.906769 0.325392 0.765684 0.407439 0.732036 -0.104655 0.804411 1.08003 0.163093 0.0731077 0.48207 0.795565 0.0502213 0.0698877 0.433838 -2.48485 2.38437 0.83661 0.358154 0.787776 0.787572 -0.318434 0.760675 3.00253 -0.444101 0.231092 0.578265 0.365112 0.0864316 0.907099 0.231237 -1.34845 2.39497 0.407836 0.412262 0.248722 0.740816 -0.385467 0.17089 2.33973 0.564703 0.207522 0.520005 0.974067 -0.0837847 0.763954 0.24335 -1.31493 2.34347 0.0453376 0.519289 0.883628 0.432977 -0.274391 0.462331 2.20756 0.490229 0.158286 0.856563 0.9328 0.594921 0.937005 0.0725397 -1.66728 2.32026 0.158466 0.266111 0.458434 1.14815 -0.396602 1.01522 1.9088 0.209643 0.318136 0.486801 0.514383 0.323401 0.328763 0.308432 -1.8053 1.77441 0.284954 0.183583 0.918964 0.537736 -0.342607 0.376236 1.74398 -0.0352899 0.81666 0.534288 0.318977 0.530911 0.757342 0.0768663 -0.247486 1.39177 0.960798 0.214941 0.00331857 0.356411 -0.0316513 0.386846 0.783084 0.382997 0.0695969 0.222083 0.647162 0.343821 0.358116 0.884379 -1.1934 2.01608 0.626402 -0.0038535 0.0141577 0.726411 -0.326688 0.980235 1.27519 0.335019 0.154265 0.747978 0.877346 0.661471 0.941178 0.0244781 -1.94776 2.2702 0.501701 0.471258 -0.0692474 0.540856 -0.0372945 0.774835 1.71066 0.243713 0.725093 0.159215 0.821564 0.16879 0.389521 0.903276 -1.1887 1.15033 0.578145 0.132819 -0.352522 0.505541 0.187819 0.164116 1.51892 0.175483 0.911704 0.227821 0.155628 0.0479833 0.0181731 0.233846 -0.532627 1.11148 0.106605 0.257732 0.842035 0.370597 0.429816 0.253544 1.45485 0.68452 0.637036 0.325297 0.70183 0.799263 0.943002 0.642378 -1.04614 2.46946 0.0371139 0.335482 1.24001 0.901342 -0.098413 0.757791 1.52128 0.202327 0.382939 0.2978 0.919779 0.135977 0.47994 -0.065438 -2.0121 2.0698 0.403341 0.899852 0.60452 0.595877 -0.910667 0.381701 2.25957 0.362849 0.533091 0.341136 0.181309 0.0828787 0.503955 0.411299 -1.39037 2.6216 0.611789 0.116 -0.0810693 1.21018 -0.568913 0.593151 1.98717 0.024005 0.103055 0.875668 0.195431 0.637768 0.822129 0.479656 -0.768727 1.73445 0.716976 0.873689 0.211248 0.29544 -0.00786651 0.455015 0.970232 -0.0717462 0.852131 0.421369 0.364693 0.66004 0.540442 
256 1
0.63602 0.827564 1.72728 0.131633 0.470503 0.198052 -0.188042 1.4012 0.585655 1.53696 -0.799026 -0.0446466 0.472854 0.185844 0.722768 0.469044 0.285566 0.641687 0.584347 0.618474 0.834719 0.688225 0.523323 0.616134 0.112737 0.187781 -0.0101409 0.0195133 0.37434 0.57863 0.21368 0.466311 0.624 0.940809 2.23602 1.1602 0.854435 0.421186 0.358887 0.995212 0.123625 0.843331 -0.331786 1.44838 0.194617 0.334208 0.776946 0.832214 0.774961 0.923507 1.86012 0.217467 0.0564005 0.138954 0.196044 1.16939 0.0967896 0.866333 -1.5516 0.158987 0.60213 0.369617 0.772711 0.675121 0.161071 1.03952 1.33364 0.167211 0.62216 -0.0219988 0.676139 1.45053 0.390016 0.889227 -0.444265 0.67214 0.739921 0.266346 0.646479 0.288527 0.684783 0.668162 1.50011 0.192372 0.664625 -0.496464 0.441574 0.764527 0.175974 0.883685 -0.561651 1.19739 0.100589 0.485322 -0.0617565 0.530228 0.741286 1.05208 0.830781 0.736836 0.389584 0.279727 0.670469 0.656071 0.58459 0.949194 -0.849082 0.955912 0.401471 0.874871 0.405513 0.186867 0.743612 0.318234 0.887706 0.359013 0.285515 0.26654 0.0237143 0.888804 0.196406 0.41271 0.25065 0.936327 0.459365 0.91164 0.519925 0.362539 0.217751 0.947184 1.09786 0.573381 0.59967 0.171236 0.498723 1.32144 0.177157 1.28474 -0.228996 0.409835 0.0657369 0.240314 0.556835 0.840815 0.64529 0.738224 2.05764 0.595848 0.849624 -0.212786 0.669801 0.973006 0.0438693 0.880525 -0.941817 0.19238 0.861751 0.867966 0.517602 0.471627 0.379851 1.23588 1.01186 0.970853 0.145755 0.345612 0.0382398 0.59756 0.628647 1.30152 -0.54677 0.487211 0.213019 0.676942 0.917442 0.535794 0.354919 0.966954 0.518017 0.605478 0.340703 0.16024 -0.00684677 0.375509 0.813545 0.622666 -0.385544 0.974735 0.0848415 0.748922 0.615991 0.127304 0.190824 1.13493 0.84141 0.934109 0.551201 0.639516 0.00419512 0.725717 0.559657 1.06586 -0.275961 1.34019 0.917203 0.730427 0.685722 0.523086 0.858568 1.0695 1.19642 1.19691 0.864126 -0.259016 0.68466 0.429141 0.64154 1.13178 -0.916022 1.37576 0.499557 0.21449 0.476468 0.563972 0.718758 1.14539 1.25391 0.160968 0.0557491 0.079251 -0.207548 0.654685 0.646711 0.969743 -0.551877 0.239323 0.846065 0.110882 0.315896 0.0248455 0.25783 1.12476 0.716239 0.803855 0.61013 0.01124 0.605397 1.10148 0.761583 0.583386 -0.838341 0.560392 0.0704367 0.0864845 0.425908 0.989922 
256 1
0.014261 -1.08028 -0.450988 0.63256 0.384956 2.03852 -0.169954 2.02504 0.622732 1.15395 0.166228 -0.805044 0.261025 0.83382 0.946587 0.228443 0.684208 0.258217 0.34083 0.151825 -0.00882388 0.635629 0.0686466 0.91598 0.488044 0.709113 0.73191 0.571075 0.355846 0.466495 0.990169 0.577352 0.288514 -0.301155 0.562132 0.43272 0.762141 1.42467 0.279528 2.86175 0.405214 0.774064 -0.27679 -1.24672 0.017365 0.0518661 0.269099 0.288653 0.324483 -0.456366 -0.0654355 0.163407 -0.00906785 1.71565 0.578351 2.18917 0.165296 2.07657 0.198865 -0.854324 0.507889 0.67473 0.981962 0.468781 0.225549 -0.807585 0.1452 0.252151 0.399428 0.959735 0.196133 2.79948 0.112027 0.483654 -0.0777222 -0.562484 0.564074 0.135519 1.02064 0.353133 0.778322 -0.432015 0.438098 0.0676574 0.574979 1.59147 0.76193 2.57983 0.460693 1.73887 -0.861205 -0.522772 0.272378 0.181005 0.541025 0.778756 0.77805 -0.740717 0.971156 0.0805282 0.505704 2.02214 0.234935 2.92001 0.588546 0.118859 0.568271 -0.43888 0.943815 0.755636 0.215923 0.50046 0.529414 0.420873 0.577122 0.768051 0.137468 1.25366 0.957165 0.594423 0.0383194 1.01082 0.515378 0.560531 0.988983 0.682217 0.145355 0.596258 0.719367 -0.0341431 0.459537 0.493128 0.364157 1.73454 0.54636 2.44031 0.103934 0.0569741 1.08724 -0.169934 0.793085 0.728713 1.04824 0.804098 0.830721 -0.963718 -0.194877 0.4266 0.226939 2.08176 0.11009 2.30463 0.336648 1.06438 0.592365 -0.876572 0.590991 0.219777 1.06268 0.952845 0.46987 -0.544258 -0.10531 0.4979 0.552864 1.7166 0.0814538 1.96244 0.831391 1.16985 0.906259 -0.569986 0.342112 0.13679 1.0416 0.293905 0.52022 -0.222426 0.800974 0.890249 0.679726 1.09835 0.305808 1.3557 0.403621 0.556921 0.7621 0.210009 0.605548 0.870894 0.109788 0.881417 0.804641 -0.667387 0.761468 0.481379 0.370155 0.846801 0.287773 2.16413 0.104503 1.14969 -0.0577256 0.0643559 0.414899 0.279552 1.02596 0.964946 0.315993 -0.597132 0.165577 0.259015 0.29084 1.59956 1.00937 2.9915 -0.103153 0.882618 -0.500697 -0.985413 0.153447 0.134532 0.259103 0.356794 0.548475 -0.491609 -0.137918 0.566715 0.821112 1.78484 0.70811 2.02386 0.436781 1.47065 -0.233007 -0.170769 0.429121 0.601456 0.463582 0.805845 0.0871989 0.158233 0.440659 0.390276 0.057903 1.15126 0.763057 1.75981 0.036484 1.16173 -0.220326 -0.0454432 0.94937 0.498925 0.121846 0.352333 
256 1
0.577626 2.19307 -0.333806 0.0651407 0.461115 -1.10764 1.19574 -0.240873 0.853232 0.195191 1.18645 1.26919 0.396283 0.794627 0.579653 0.745251 0.719872 0.402673 0.561001 0.328297 0.13323 -0.123913 0.203361 0.215267 0.909862 0.684947 0.203292 1.07458 0.301584 0.837929 0.0654808 0.780498 0.71409 1.59005 -0.594834 0.805976 0.125899 -1.62839 -0.174868 -0.108017 1.31599 1.18904 1.20017 0.0874831 0.921598 0.84578 0.785845 0.684997 0.0964401 2.16304 -0.521133 0.68153 0.225581 -0.53848 0.791517 0.24845 0.895511 0.470966 0.630627 1.26858 0.112217 0.223524 0.81227 0.530349 0.424956 1.85306 -0.465186 0.314208 0.788875 -0.747027 0.0995313 0.257209 0.909272 0.591078 0.668677 0.48776 0.204016 0.916408 0.229303 0.52398 0.590502 1.89053 -0.544211 0.549757 0.0404461 -0.646998 0.20155 0.0184421 1.5957 1.23016 1.56568 0.631119 0.877163 0.879999 0.308674 0.470114 0.447786 1.49783 -0.0895479 0.319837 0.471464 -0.984609 0.423149 0.784954 0.635565 0.854076 0.991334 0.029116 0.036317 0.355582 0.4618 0.0928336 0.421542 0.960577 -0.219187 0.584528 0.696576 0.18628 0.70252 0.357876 1.0436 0.756951 0.66002 0.408956 0.685965 0.304037 0.879173 0.437878 0.288022 1.62395 -0.402872 0.153461 0.173679 -0.783152 0.748968 0.589771 0.75176 0.529624 0.413922 0.784661 0.804987 0.76348 0.495109 0.214132 0.635917 1.78007 -0.500924 0.681575 0.580425 -0.494689 0.030865 0.144405 1.1194 0.705647 1.03601 0.72731 0.221961 0.207737 0.0205478 0.217447 0.129298 1.62927 0.424939 0.566698 0.249912 -0.576368 0.89535 0.453379 0.759448 0.659796 0.977559 0.895096 0.490158 0.941652 0.641597 0.668106 0.782163 1.01459 -0.0528012 0.455949 0.193262 -0.00408578 0.63527 -0.0535524 1.04817 0.260776 0.805572 0.140624 0.762322 0.469531 0.903972 0.589765 0.504091 1.44394 0.392041 0.693424 0.754915 -0.720434 0.0845294 -0.0344558 0.803972 1.51547 0.863024 0.475447 0.665883 0.902089 0.579625 0.200603 0.368133 1.44648 -0.457749 0.742267 0.167559 -1.01463 -0.225592 0.278716 0.71159 1.27468 1.66117 0.610971 0.177831 0.268174 0.705935 0.281243 -0.0367721 1.3432 -0.304357 0.423035 0.412636 -0.837112 0.895898 -0.207532 1.56354 0.531595 0.824119 1.0127 0.499863 0.931018 0.305793 0.548528 -0.0314313 0.963113 0.245784 0.170287 0.162916 -0.516441 -0.0190096 0.655562 0.562134 0.679277 0.585002 0.309758 0.933134 0.941943 0.258093 0.0131026 
256 1
0.346274 1.40886 0.417157 0.805172 0.478484 1.40507 -0.609082 1.13729 0.813133 1.32584 -0.0521792 2.12578 0.753563 0.447836 0.18109 0.399325 0.33088 0.597326 0.366088 0.51909 0.110313 0.276888 0.280915 0.703231 0.920066 1.00636 0.0715631 1.2512 0.0865505 0.0601491 0.5084 0.453538 1.10592 1.43943 0.476231 0.442188 0.63687 0.0563043 -0.82472 0.791297 0.162618 1.21705 -0.86684 2.81348 0.78222 0.169793 0.907629 0.422562 1.25904 0.954971 0.45463 0.143659 0.487754 1.25744 -0.651542 0.4472 0.148014 1.42821 -0.352093 2.42305 0.29017 0.425301 0.761235 0.245853 0.709889 1.55332 0.710423 0.554278 0.595999 0.00297281 -0.338815 0.298532 0.558045 0.992165 -0.130945 1.81759 0.534776 0.00397091 0.541088 0.190739 1.29122 1.17292 0.642104 0.90905 0.753477 0.918525 -0.647226 0.991434 0.898345 1.38717 -0.0257555 1.56039 0.789911 0.054214 0.84291 0.996309 0.743295 1.10948 0.28744 0.658497 0.0906391 0.220927 0.235893 1.06359 0.544704 1.07377 -0.081695 2.31519 0.554033 0.0532561 0.427659 0.355347 0.388879 0.842249 0.787531 0.180365 0.782551 0.195921 0.513684 0.306982 0.311642 1.07433 0.586336 1.18342 0.425275 0.179656 0.817015 0.265855 0.816118 0.673101 0.573139 0.822488 0.891334 0.69112 0.207025 0.431188 0.821091 0.85474 -0.0937061 1.59782 0.976409 0.667988 0.305564 0.455077 1.07576 0.973808 0.0225 0.654037 0.671961 0.627819 -0.481345 0.362652 0.629896 1.33536 -0.85395 2.39732 0.629688 0.233199 -0.0628253 0.650405 0.313391 0.833111 0.0660117 0.551795 0.0871945 1.56295 -0.377531 0.337407 1.03596 1.06624 -0.068395 1.41412 0.532121 0.402354 0.25164 0.0368411 0.175646 0.834138 0.279022 0.652117 0.708973 0.591152 0.345542 0.613475 0.0500571 0.629184 0.381538 1.1532 0.430219 0.901122 0.143557 0.635826 0.258361 1.06088 0.311586 0.770755 0.485007 0.528215 0.471841 0.549852 0.0411866 1.16748 -0.597427 1.94936 0.545152 0.0343928 0.703783 0.620332 1.01361 1.51622 1.00459 0.809128 0.246038 0.786942 -0.484938 0.86044 0.0500529 1.31269 -0.191064 1.68675 0.447707 0.0595327 0.328817 0.730921 0.975798 0.496971 0.759944 0.0441748 0.568233 1.13881 -0.64164 1.21513 0.878992 0.434128 0.33217 1.10504 0.933256 0.566514 0.374385 0.635408 0.869175 0.903827 0.674894 0.431019 0.722439 0.180251 0.022985 0.42188 0.0618425 0.587546 -0.402028 1.31879 0.896786 0.827578 0.0896699 0.356108 
256 1
0.538408 1.21241 0.487642 0.216565 0.36832 -0.118429 1.4228 -0.00330751 0.433478 1.59011 -0.101956 -0.293964 0.207862 0.198158 0.413108 0.542108 0.119109 0.310996 0.960574 0.0932136 0.81118 -0.1862 0.20238 0.460449 0.653813 0.640482 0.199018 0.511336 0.585772 0.518494 0.127064 0.958502 -0.169899 0.165154 0.981537 0.622125 0.271236 0.159541 0.944549 -0.50691 -0.0585042 1.75896 0.233962 -0.570893 0.474258 0.37174 0.225795 0.754911 0.395993 0.663092 1.05798 0.907823 0.733869 -0.556794 1.23487 0.0906236 0.45381 1.91053 -0.558256 -0.53243 0.916776 0.663954 0.486742 0.939947 0.562774 -0.0726709 0.51405 0.26892 0.739376 0.471493 0.597929 -0.37126 0.781782 0.813192 0.27727 -0.754903 0.431349 0.771706 0.680832 0.659443 0.410036 0.609372 0.635417 0.470779 0.690847 -0.543224 1.09622 0.18076 0.382316 1.48299 0.503577 -0.357065 0.885647 0.0531879 0.756902 0.654521 -0.0178745 0.146022 0.462839 0.394329 0.280443 0.154379 0.615589 0.225773 -0.00986963 1.60415 -0.286019 -0.190271 0.371899 0.229636 0.826515 0.586913 0.884962 1.22407 0.677663 0.925634 0.301253 0.277303 0.697303 0.432669 0.369819 0.97186 0.12406 0.336747 0.0819727 0.678604 0.75798 0.439793 0.088329 0.17708 1.19967 0.826577 0.402441 0.0956699 1.09527 0.156217 0.118775 1.3058 -0.0296166 0.0260415 0.182348 0.856477 0.17625 0.859633 0.361412 1.10087 0.564654 0.677795 0.444515 -0.591344 1.00647 -0.859064 0.0352786 1.80412 -0.28627 0.154561 0.689138 0.689124 0.471114 0.579817 0.567518 0.44971 0.783743 0.817434 0.954238 -0.0626209 0.84368 -0.383244 0.564659 1.51148 0.611178 0.308972 0.342967 0.94852 0.538533 0.758024 0.898552 0.848324 0.736889 0.834477 0.124578 0.275685 0.750865 0.619523 0.739623 1.38047 0.621603 0.370392 0.484207 0.553624 0.592756 0.355768 0.446556 -0.0175814 0.322537 0.0102212 0.493374 0.405416 0.791239 0.237006 -0.0905781 0.683354 0.724583 -0.33966 0.927732 0.029235 0.0947737 0.528389 0.484395 0.519671 0.850435 0.739658 0.476447 -0.29331 0.779303 -0.35951 0.332006 1.57049 0.570507 -0.61525 0.838069 0.864009 0.770282 -0.0061236 0.782359 1.15801 0.717684 0.778165 0.244404 -0.315586 0.889695 0.033353 -0.0576418 0.995689 0.561046 0.409669 0.604328 0.865149 0.336419 0.406635 0.213527 0.891616 0.238043 0.508721 0.657753 -0.454309 1.27294 -0.402856 0.343464 1.47569 0.696939 0.0887937 0.715262 0.525266 0.357851 0.715131 
